Game Title;User Rating;Age Group Targeted;Price;Platform;Requires Special Device;Developer;Publisher;Release Year;Genre;Multiplayer;Game Length (Hours);Graphics Quality;Soundtrack Quality;Story Quality;User Review Text;Game Mode;Min Number of Players
Fall Guys;35.5;Adults;54.53;PlayStation;No;Game Freak;Epic Games;2016;Strategy;Yes;26.0;Low;Good;Excellent;Great game, but the gameplay is amazing.;Offline;6
Hades;44.2;Kids;55.38;PlayStation;Yes;EA Sports;Activision;2011;Shooter;No;54.9;Low;Poor;Average;Solid game, but the gameplay is amazing.;Online;8
The Sims 4;23.3;Teens;37.68;PlayStation;No;Valve;Nintendo;2012;Party;Yes;16.7;High;Excellent;Excellent;Great game, but the graphics could be better.;Offline;2
Counter-Strike: Global Offensive;28.1;Kids;43.25;PlayStation;Yes;Epic Games;Square Enix;2010;Strategy;Yes;15.3;High;Poor;Excellent;Solid game, but the graphics could be better.;Online;6
Portal 2;24.8;All Ages;44.37;PlayStation;Yes;Innersloth;Electronic Arts;2016;Puzzle;Yes;6.4;High;Excellent;Excellent;Disappointing game, but too many bugs.;Offline;5
1000-Piece Puzzle;28.2;Teens;29.23;PlayStation;Yes;Bungie;Electronic Arts;2014;Party;No;39.6;Low;Average;Average;Disappointing game, but too many bugs.;Offline;2
Street Fighter V;26.5;All Ages;42.96;PlayStation;Yes;EA Sports;Valve;2015;Sports;No;13.3;Low;Good;Good;Great game, but the gameplay is amazing.;Offline;7
Portal 2;26.2;Teens;33.11;PlayStation;Yes;CD Projekt Red;Capcom;2022;Fighting;No;28.7;Ultra;Poor;Poor;Amazing game, but the graphics could be better.;Offline;6
Counter-Strike: Global Offensive;36.5;Adults;40.56;PlayStation;No;Nintendo;Square Enix;2016;Action;No;58.0;High;Average;Excellent;Amazing game, but too many bugs.;Offline;6
The Legend of Zelda: Breath of the Wild;24.9;Kids;33.19;PlayStation;Yes;Nintendo;Valve;2010;Strategy;Yes;22.1;Medium;Average;Poor;Great game, but too many bugs.;Offline;4
The Elder Scrolls V: Skyrim;24.7;Teens;43.88;PlayStation;No;Rockstar Games;Electronic Arts;2021;RPG;No;8.5;High;Poor;Poor;Disappointing game, but the graphics could be better.;Online;10
Among Us;11.7;Adults;21.92;PlayStation;No;Game Freak;Capcom;2019;Party;Yes;6.2;Ultra;Poor;Good;Great game, but too many bugs.;Offline;1
Super Mario Odyssey;30.3;Adults;53.86;PlayStation;No;Rockstar Games;Epic Games;2019;Fighting;Yes;14.0;High;Excellent;Poor;Solid game, but too many bugs.;Offline;10
Portal 2;31.5;All Ages;49.61;PlayStation;Yes;Valve;Valve;2014;Action;No;24.5;Ultra;Poor;Good;Disappointing game, but too many bugs.;Offline;1
Fall Guys;22.5;Kids;31.85;PlayStation;Yes;Rockstar Games;Square Enix;2010;Sports;No;22.1;High;Excellent;Good;Solid game, but the graphics could be better.;Online;1
Super Mario Odyssey;23.3;Teens;40.62;PlayStation;No;Epic Games;Square Enix;2016;Action;No;7.5;Medium;Good;Excellent;Amazing game, but the gameplay is amazing.;Online;5
Just Dance 2024;39.9;All Ages;53.2;PlayStation;No;CD Projekt Red;Epic Games;2014;Strategy;No;45.4;High;Poor;Good;Disappointing game, but too many bugs.;Online;10
Grand Theft Auto V;24.7;Teens;25.32;PlayStation;No;CD Projekt Red;Innersloth;2023;Strategy;Yes;38.0;Medium;Good;Average;Amazing game, but the graphics could be better.;Offline;8
The Legend of Zelda: Breath of the Wild;43.1;All Ages;55.19;PlayStation;No;Epic Games;Innersloth;2014;Strategy;No;57.8;Ultra;Poor;Good;Solid game, but the gameplay is amazing.;Online;6
Red Dead Redemption 2;31.1;Adults;45.87;PlayStation;Yes;EA Sports;Valve;2010;Fighting;Yes;27.5;Low;Excellent;Average;Amazing game, but the graphics could be better.;Offline;2
The Elder Scrolls V: Skyrim;29.1;Kids;33.54;PlayStation;Yes;Nintendo;Innersloth;2012;Sports;No;47.0;High;Good;Average;Solid game, but the gameplay is amazing.;Offline;7
FIFA 24;30.1;Kids;30.46;PlayStation;No;Nintendo;Electronic Arts;2019;Puzzle;Yes;51.5;Ultra;Poor;Average;Disappointing game, but the gameplay is amazing.;Offline;10
Minecraft;14.0;All Ages;23.17;PlayStation;Yes;Capcom;Take-Two Interactive;2011;Party;No;8.7;High;Poor;Good;Great game, but the gameplay is amazing.;Online;5
Hades;40.7;Kids;50.3;PlayStation;No;Valve;Activision;2023;RPG;No;56.2;Ultra;Good;Excellent;Great game, but the graphics could be better.;Offline;8
Tomb Raider (2013);40.0;Kids;55.72;PlayStation;Yes;Valve;Square Enix;2010;Strategy;No;47.0;Low;Average;Excellent;Great game, but the gameplay is amazing.;Offline;3
Stardew Valley;31.6;All Ages;57.87;PlayStation;Yes;EA Sports;Take-Two Interactive;2013;Party;No;14.1;Medium;Excellent;Poor;Great game, but the gameplay is amazing.;Offline;7
Rocket League;33.2;All Ages;49.01;PlayStation;Yes;Capcom;Activision;2019;Fighting;Yes;35.6;High;Poor;Average;Great game, but the gameplay is amazing.;Online;7
Halo Infinite;36.1;Kids;34.21;PlayStation;Yes;Epic Games;Take-Two Interactive;2013;Simulation;Yes;57.9;High;Good;Good;Amazing game, but the gameplay is amazing.;Online;2
Mario Kart 8 Deluxe;24.1;Adults;43.28;PlayStation;No;Valve;Electronic Arts;2013;RPG;No;5.5;Low;Excellent;Excellent;Disappointing game, but the gameplay is amazing.;Offline;5
Pillars of Eternity II: Deadfire;32.2;Kids;58.11;PlayStation;Yes;Epic Games;Epic Games;2014;Adventure;Yes;11.6;Medium;Good;Good;Amazing game, but the gameplay is amazing.;Offline;4
Tetris;30.9;Adults;49.37;PlayStation;Yes;Capcom;Nintendo;2011;Party;Yes;24.7;Medium;Poor;Average;Solid game, but too many bugs.;Offline;6
Red Dead Redemption 2;40.5;Kids;48.18;PlayStation;No;Bungie;Take-Two Interactive;2012;Party;Yes;58.2;Low;Average;Average;Disappointing game, but too many bugs.;Online;4
The Legend of Zelda: Breath of the Wild;40.5;Teens;44.59;PlayStation;No;Epic Games;Innersloth;2013;Shooter;No;55.3;High;Poor;Poor;Great game, but too many bugs.;Online;8
Halo Infinite;35.2;Adults;49.01;PlayStation;Yes;Epic Games;Epic Games;2020;Puzzle;No;33.2;Ultra;Excellent;Average;Amazing game, but the gameplay is amazing.;Online;5
Fortnite;33.5;Adults;58.54;PlayStation;Yes;EA Sports;Innersloth;2015;Sports;No;16.8;Medium;Good;Excellent;Solid game, but the graphics could be better.;Online;2
Hitman 3;33.6;Adults;39.94;PlayStation;Yes;CD Projekt Red;Epic Games;2022;Fighting;Yes;43.7;High;Poor;Average;Great game, but the graphics could be better.;Offline;5
FIFA 24;26.4;Teens;51.57;PlayStation;Yes;Bungie;Valve;2022;Simulation;Yes;6.2;Ultra;Average;Average;Disappointing game, but the graphics could be better.;Online;1
The Witcher 3: Wild Hunt;31.7;Kids;59.98;PlayStation;No;Innersloth;Innersloth;2018;Simulation;No;8.1;Medium;Good;Poor;Amazing game, but the gameplay is amazing.;Online;6
The Legend of Zelda: Breath of the Wild;37.9;Teens;47.7;PlayStation;No;Nintendo;Electronic Arts;2015;Party;Yes;52.5;Low;Good;Good;Solid game, but too many bugs.;Online;4
Ghost of Tsushima;19.9;Teens;24.92;PlayStation;Yes;Capcom;Nintendo;2011;Action;Yes;23.1;High;Good;Average;Amazing game, but the graphics could be better.;Offline;8
Super Smash Bros. Ultimate;32.3;All Ages;43.37;PlayStation;No;Nintendo;Innersloth;2015;Simulation;No;40.2;High;Poor;Poor;Great game, but the graphics could be better.;Online;2
